doc_id,sentence_id,sentence_text,sentence_text_translated
262,262_7,Overactive bladder (kandung kemih yang terlalu aktif). ,Overactive Bladder (bladder that is too active).
262,262_8,Infeksi ginjal. ,Kidney infection.
262,262_9,Batu ginjal. ,Kidney stones.
262,262_10,Diabetes. ,Diabetes.
262,262_11,Gangguan prostat. ,Prostate disorder.
262,262_12,Peradangan pada dinding usus besar. ,Inflammation of the large intestinal wall.
262,262_13,"Konsumsi obat diuretik (obat hipertensi, obat ginjal). ","Consumption of diuretic drugs (hypertension drugs, kidney drugs)."
262,262_14,Penyakit saraf   dan sebagainya. ,Nerve disease and so on.
262,262_15,Apabila keluhan terus berlanjut ada baiknya Anda berkonsultasi dengan dokter agar penyebabnya dapat ditelusuri. ,"If the complaint continues, it is better for you to consult a doctor so that the cause can be traced."
262,262_16,"Tes penunjang mungkin akan diperlukan (seperti tes urin, USG, tes urodinamik dan sebagainya) untuk menganalisis penyebabnya sehingga penanganan yang tepat dapat diberikan bagi Anda sesuai kondisi dasarnya. ","Supporting tests may be needed (such as urine tests, ultrasound, urodynamic tests and so on) to analyze the causes so that proper treatment can be given to you according to its basic conditions."
262,262_17,Berikut ini anjuran yang dapat Anda lakukan:   Minum cukup air putih minimal 2 liter sehari. ,Here are the recommendations that you can do: Drink enough water at least 2 liters a day.
262,262_18,Kurangi konsumsi kafein. ,Reduce caffeine consumption.
262,262_19,Hindari kebiasaan menahan keinginan untuk berkemih. ,Avoid the habit of holding back the desire to urinate.
262,262_20,Buang air kecil secara teratur. ,Urinate regularly.
262,262_21,Meminimalisir stres. ,Minimize stress.
262,262_22,Berikut ini laman artikel yang dapat Anda baca: Penyebab sering buang air kecil. ,The following articles page that you can read: Causes of frequent urination.
262,262_23,Demikian semoga bermanfaat.,So hopefully useful.
263,263_0,Hai Susi. ,Hi Susi.
263,263_1,"Dari gejala yang Anda alami, dapat disebabkan oleh infeksi saluran kemih (ISK). ","From the symptoms that you experience, can be caused by urinary tract infections (UTI)."
263,263_2,"Gejala dari ISK dapat bervariasi, salah satu gejala yang dapat muncul adalah sering BAK dan terkadang sulit ditahan. ","Symptoms of UTI can vary, one of the symptoms that can appear is often BAK and sometimes difficult to hold."
263,263_3,Selain itu juga dapat atau tidak disertai gejala berikut: Nyeri saat buang air kecil. ,It also can or not accompanied by the following symptoms: Pain when urinating.
263,263_4,Anyang - anyangan atau seperti tidak tuntas setelah BAK. ,Anyang - Anyangan or like incomplete after tub.
263,263_5,Tidak nyaman atau nyeri pada perut bagian bawah. ,Uncomfortable or pain in the lower abdomen.
263,263_6,Nyeri pada pinggang. ,Pain in the waist.
263,263_7,Kemungkinan penyebab lainnya adalah: Terlalu banyak minum air putih. ,Other possible causes are: Drinking too much water.
263,263_8,Pada kondisi lingkungan yang dingin. ,In cold environmental conditions.
263,263_9,Batu saluran kemih. ,Urinary tract stones.
263,263_10,"Diabetes melitus, yaitu peningkatan kadar gula darah. ","Diabetes mellitus, which is an increase in blood sugar levels."
263,263_11,"Pembesaran kelenjar prostat, adanya gejala kesulitan memulai buang air kecil. ","Enlargement of the prostate gland, the symptoms of difficulty starting to urinate."
263,263_12,Kandung kemih yang hiperaktif. ,Hyperactive bladder.
263,263_13,"Diabetes insipidus, yaitu keadaan dimana kekurangan hormon ADH (anti diuretic hormon). ","Diabetes insipidus, which is a condition where the lack of hormone ADH (anti -diuretic hormone)."
263,263_14,Gangguan persarafan. ,Nervous disorders.
263,263_15,Kondisi psikologis. ,Psychological condition.
263,263_16,Dan sebagainya. ,Etc.
263,263_17,Untuk mencari penyebabnya diperlukan informasi lengkap dari gejala Anda serta pemeriksaan fisik oleh dokter. ,"To find the cause, complete information is needed from your symptoms and physical examination by the doctor."
263,263_18,"Selain itu pemeriksaan penunjang seperti pemeriksaan urin, USG, dan lain sebagainya untuk menunjang pada diagnosis dokter. ","In addition, supporting examinations such as urine, ultrasound, etc. to support the doctor's diagnosis."
263,263_19,Penanganan yang dilakukan tergantung dari penyebabnya. ,Handling depends on the cause.
263,263_20,Informasi terkait dapat Anda baca pada artikel berikut:  Infeksi saluran kemih. ,Related information you can read in the following article: urinary tract infections.
263,263_21,Penyebab sering buang air kecil. ,The cause of frequent urination.
263,263_22,Semoga membantu ya. ,Hope it helps.
263,263_23,Terima kasih.,Thank you.
264,264_0,Hai Rifka. ,Hi Rifka.
264,264_1,Suntik KB merupakan salah satu metode kontrasepsi hormonal dimana cara kerjanya adalah mempengaruhi hormon alami tubuh sehingga mengurangi kesuburan. ,KB injection is one of the methods of hormonal contraception where the way it works is to affect the body's natural hormones thereby reducing fertility.
264,264_2,"Bila Anda melakukan suntik KB 1 bulan dan ingin segera memiliki momongan, maka segeralah menghentikan penyuntikan KB 1 bulan tersebut. ","If you do a 1 month KB injection and want to have a baby immediately, then immediately stop the 1 -month KB injection."
264,264_3,"Biasanya diperlukan waktu bagi tubuh sampai hormon kembali stabil dan kesuburan kembali, pada KB suntik 1 bulan, kembalinya masa subur lebih cepat dibandingkan dengan KB suntik 3 bulan. ","Usually it takes time for the body until the hormone is stable again and fertility again, in the injection KB 1 month, the return of the fertile period is faster than the 3 -month injection KB."
264,264_4,"Susu saat program kehamilan sebenarnya hanya bersifat suplemen dimana menambah nutrisi yang mungkin saja bila kurang dari makanan sehari - hari, namun sebenarnya tidak terlalu wajib asalkan makanan sehari - hari dengan makanan yang bernutrisi tinggi serta dilengkapi dengan buah dan sayuran. ","Milk during the pregnancy program is actually only a supplement which adds to the possible nutrition if it is less than everyday food, but actually not very mandatory as long as the daily food with high nutritious foods and is equipped with fruits and vegetables."
264,264_5,Bila Anda ingin mengkonsumsi susu sejak saat ini boleh saja dilakukan. ,If you want to consume milk from now on it may be done.
264,264_6,Beberapa tips yang dapat dilakukan untuk mempercepat kehamilan antara lain: Berhubungan intimlah tanpa kontrasepsi terutama pada saat 3 hari sebelum dan sesudah dari perkiraan tanggal masa subur. ,"Some tips that can be done to accelerate pregnancy include: having sex without contraception, especially at 3 days before and after the estimated date of the fertile period."
264,264_7,Berikut cara mengetahuinya:  Cara mengetahui masa subur wanita. ,Here's how to find out: how to find out the fertile period of women.
264,264_8,Beristirahat cukup. ,Rest enough.
264,264_9,Tidak merokok. ,Do not smoke.
264,264_10,Tidak konsumsi minuman beralkohol. ,No consumption of alcoholic drinks.
264,264_11,Makan makanan bergizi seperti buah dan sayuran. ,Eat nutritious foods such as fruits and vegetables.
264,264_12,Olahraga teratur. ,Regular exercise.
264,264_13,"Hindari kontak dengan polusi, misalnya asap pabrik, asap kendaraan bermotor, dan lain sebagainya. ","Avoid contact with pollution, such as factory smoke, motor vehicle smoke, and so forth."
264,264_14,Berikut informasinya:  Tips jitu cara cepat hamil. ,The following information: Tips to Get Pregnant Fast How to Get Pregnant.
264,264_15,Semoga membantu ya. ,Hope it helps.
264,264_16,Terima kasih.,Thank you.
265,265_0,"Alo, terima kasih sudah bertanya di Alodokter. ","Alo, thank you for asking Alodokter."
265,265_1,Jerawat terjadi akibat produksi minyak berlebihan sehingga terjadi penyumbatan folikel dan juga pori - pori kulit. ,Acne occurs due to excessive oil production resulting in follicular blockage and skin pores.
265,265_2,Obat jerawat yang ada biasanya mengandung bahan tertentu yang berisiko jika digunakan saat kondisi hamil ataupun menyusui sehingga dalam memilih obat jerawat maka anda harus melakukannya dengan hati - hati dan cermat. ,"The existing acne drugs usually contain certain ingredients that are risky if used during pregnancy or breastfeeding so that in choosing acne medicine, you must do it carefully and carefully."
265,265_3,"Dalam kondisi menyusui saat ini hindari penggunaan obat jerawat dengan kandungan asam salisilat, retinoid, isotretinoin, dan juga tetrasiklin sebab kandungan tersebut dapat keluar melalui ASI. ","In current breastfeeding conditions avoid the use of acne drugs with salicylic acid content, retinoids, isotretinoin, and also tetracycline because the content can come out through breast milk."
265,265_4,"Cobalah untuk mengatasi jerawat yang muncul dengan menggunakan bahan alami seperti madu, minyak kelapa, lemon, dan sebagainya dengan cara mengoleskan pada jerawat yang ada. ","Try to deal with acne that appears using natural ingredients such as honey, coconut oil, lemon, and so on by applying to the acne."
265,265_5,Namun hal ini perlu diingat bahwa efek penggunaan bahan alami tentu tidak dapat terjadi dalam waktu singkat. ,But this should be remembered that the effect of using natural ingredients certainly cannot occur in a short time.
265,265_6,Selain itu perbedaan jenis kulit pada setiap orang juga akan mempengaruhi keberhasilan. ,"In addition, differences in skin types in each person will also affect success."
265,265_7,Oleh sebab itu sebaiknya konsultasikan secara langsung keluhan yang terjadi pada dokter spesialis kulit guna mendapatkan hasil yang terbaik. ,Therefore you should consult directly the complaints that occur to a dermatologist to get the best results.
265,265_8,Jika anda memiliki kendala dalam emnghubungi dokter secara langsung anda dapat menggunakan layanaan chat bersama dokter spesialis kulit pada aplikasi Alodokter yang bisa diunduh di  Google Playstore. ,If you have obstacles in contacting a doctor directly you can use a chat service with a dermatologist in the Alodokter application that can be downloaded on Google Playstore.
265,265_9,Jangan lupa untuk tetap memperhatikan wajah anda dengan rutin mencuci muka setidaknya dua kali sehari.,Don't forget to keep your face watching your face routinely wash your face at least twice a day.
266,266_0,"Alo, terima kasih sudah bertanya di Alodokter. ","Alo, thank you for asking Alodokter."
266,266_1,Sebelumnya apakah penyakit yang dialami oleh ayah anda?,"Previously, what is your father's illness?"
266,266_2,Produk yang anda sebutkan di atas merupakan salah satu obat dengan kandungan anagrelide. ,The product you mentioned above is one of the drugs with anagrelide content.
266,266_3,Anagrelide merupakan golongan antiplatelet yang merupakan salah satu jenis obat pengencer darah. ,Anagrelide is an antiplatelet group which is one type of blood -thinning drug.
266,266_4,Biasanya obat ini digunakan pada penderita stroke dan juga penyakit jantung terutama jantung koroner. ,"Usually this drug is used in stroke sufferers and heart disease, especially coronary heart disease."
266,266_5,Namun obat juga dapat digunakan pada penyakit arteri perifer. ,But drugs can also be used in peripheral artery disease.
266,266_6,"Oleh karena obat antiplatelet merupakan salah satu obat untuk mengencerkan darah maka risiko untuk terjadinya pendarahan tentu saja besar seperti mimisan, BAB berdarah, lebam tanpa benturan, menstruasi berkepanjangan, luka yang sulit sembuh, dan sebagainya. ","Because antiplatelet drugs are one of the drugs to thin the blood, the risk for bleeding is of course large such as nosebleeds, bloody chapters, bruises without collisions, prolonged menstruation, wounds that are difficult to heal, and so on."
266,266_7,"Di samping itu penggunaan obat antiplatelet juga dapat menimbulkan efek samping berupa mual, diare, ruam di kulit, nyeri ulu hati, dan sebagainya. ","In addition, the use of antiplatelet drugs can also cause side effects in the form of nausea, diarrhea, rashes on the skin, heartburn, and so on."
266,266_8,Sehingga bisa saja yang terjadi pada ayah anda merupakan efek samping akibat penggunaan obat. ,So that what can happen to your father is a side effect due to drug use.
266,266_9,Jika hal tersebut terjadi sebaiknya segera kembali hubungi dokter anda pemeriksaan dan penanganan lebih lanjut termasuk dalam hal menghentikan pengobatan sementara. ,"If this happens, you should immediately return to contact your doctor for further examination and treatment, including in terms of stopping temporary treatment."
266,266_10,"Hal ini penting untuk mengetahui apakah keluhan yang terjadi benar karena diakibatkan oleh efek samping atau akibat kondisi lainnya seperti trauma, masalah pada ginjal, masalah jantung, dan lain sebagainya.","This is important to find out whether complaints that occur are true because it is caused by side effects or due to other conditions such as trauma, kidney problems, heart problems, and so forth."
267,267_0,Halo Farikha. ,Hello Farikha.
267,267_1,"Air es (air mineral, air putih dingin tanpa campuran apapun) tidak membuat bayi menjadi besar. ","Ice water (mineral water, cold water without any mixture) does not make the baby big."
267,267_2,"Minum air putih es boleh - boleh saja saat hamil untuk menyegarkan tubuh, namun jangan berlebihan. ","Drinking ice water may - it's okay during pregnancy to refresh the body, but don't overdo it."
267,267_3,"Karena, saat kita minum air es yang temperaturnya lebih dingin dari tubuh kita, tubuh akan berusaha menyesuaikan suhu kembali ke suhu yang normal dan ini memerlukan kalori / tenaga, sehingga ibu hamil bisa cepat lelah. ","Because, when we drink ice water whose temperature is cooler than our body, the body will try to adjust the temperature back to normal temperatures and this requires calories / energy, so that pregnant women can get tired quickly."
267,267_4,"Selain itu, pada sebagian orang, minum air es sedikit saja sudah melegakan rasa haus sehingga tidak perlu minum banyak. ","In addition, in some people, drinking even a little ice water has been reluctant to thirst so there is no need to drink much."
267,267_5,Padahal kebutuhan cairan harus tercukupi. ,Even though the fluid needs must be fulfilled.
267,267_6,"Air es yang membuat bayi menjadi besar adalah apabila air es ini dicampur dengan bahan yang mengandung gula, misalnya dicampur sirup, es teh manis, atau produk minuman dingin manis botolan dan kalengan. ","Ice water that makes the baby large is if the ice water is mixed with ingredients containing sugar, for example mixed with syrup, sweet iced tea, or cold drinking bottled and canned cold drink products."
267,267_7,Konsumsi gula yang berlebihan pada ibu hamil dapat menyebabkan bayi menjadi besar. ,Excessive sugar consumption in pregnant women can cause babies to become large.
267,267_8,"Kesimpulannya, Farikha bisa meminum air es apabila sangat kehausan dan membutuhkan penyegar, namun jangan terlalu banyak. ","In conclusion, Farikha can drink ice water if it is very thirsty and requires a refresher, but not too much."
267,267_9,Batasi minuman manis agar bayi tidak terlalu besar dan tidak terjadi  diabetes pada kehamilan. ,Limit sweet drinks so that the baby is not too large and there is no diabetes in pregnancy.
267,267_10,Baca juga tentang mitos lain tentang kehamilan di  Mitos vs Fakta tentang Kehamilan.,Also read about other myths about pregnancy in myths vs. facts about pregnancy.
268,268_0,Halo Audyalveria. ,Hello Audyalveria.
268,268_1,"Seseorang disebut mengalami halusinasi jika orang tersebut melihat, mendengar, mencium suatu aroma, atau merasakan sesuatu yang sebenarnya tidak ada. ","Someone is called having a hallucination if the person sees, hears, smells a scent, or feels something that actually does not exist."
268,268_2,Apa yang mereka alami hanya ada di pikiran mereka. ,What they experience is only in their minds.
268,268_3,"Beberapa  obat terlarang  berikut dapat menyebabkan seseorang mengalami halusinasi : amfetamin, kokain, LSD, atau ekstasi. ","Some of the following drugs can cause a person to experience hallucinations: amphetamine, cocaine, LSD, or ecstasy."
268,268_4,"Apapun penyebabnya, jika adik Anda mengalami penurunan kesadaran dan mengalami halusinasi, silakan segera bawa adik Anda untuk mencari pertolongan medis terdekat. ","Whatever the cause, if your sister experiences a decrease in consciousness and hallucinating, please immediately bring your sister to find the nearest medical help."
268,268_5,Kondisi ini membutuhkan penanganan medis secara cepat dan tepat. ,This condition requires medical treatment quickly and precisely.
268,268_6,Efek dari obat tersebut dapat diatasi dengan penanganan yang tepat. ,The effect of the drug can be overcome by proper treatment.
268,268_7,Semoga informasi ini berguna.,Hopefully this information is useful.
269,269_0,Halo. ,Hello.
269,269_1,"Kondisi kulit yang berwarna kehitaman dapat disebabkan oleh :   pigmentasi   melasma   pengaruh hormon, misalnya akibat kontrasepsi hormonal (pil,  suntik , implan)   hiperpigmentasi pasca inflamasi atau peradangan kulit   ultraviolet yang terkandung dalam sinar matahari   infeksi kulit   dan lain – lain. ","Blackish skin conditions can be caused by: melasma pigmentation The influence of hormones, for example due to hormonal contraception (pills, injections, implants) post -inflammatory hyperpigmentation or inflammation of ultraviolet skin contained in sunlight skin infections and others."
269,269_2,"Karena terdapat banyak faktor yang mempengaruhi, belum dapat dipastikan bahwa keluhan Anda disebabkan ketidakcocokan terhadap suntik KB. ","Because there are many factors that influence, it is not certain that your complaint is caused by incompatibility of family planning injections."
269,269_3,Diperlukan pemeriksaan oleh dokter kulit untuk mengetahui penyebab pasti dari keluhan Anda sehingga dapat diberikan pengobatan yang sesuai. ,An examination is needed by a dermatologist to find out the exact cause of your complaint so that it can be given appropriate treatment.
269,269_4,"Sebagai langkah penanganan awal, berikut anjuran untuk Anda :   hindari sinar matahari berlebih - gunakanlah tabir surya bila beraktivitas di luar ruangan,   lakukan scrubbing semingu sekali (bila kulit menghitam pada area wajah, lakukan scrubbing secara perlahan agar tidak menyebabkan iritasi),   oleskan pelembab atau  losion pemutih yang aman,   gantilah alat kontrasepsi yang Anda gunakan (setelah berdiskusi dengan dokter kulit).","As an initial handling step, the following recommendations for you: Avoid excessive sunlight - Use sunscreen when it is outdoors, do a very seblubbing scrubbing (when the skin blackens on the face area, do scrubbing slowly so as not to cause irritation), apply moisturizer or lotionBleach is safe, replace the contraception that you use (after discussing with a dermatologist)."
270,270_0,"Halo, terima kasih sudah bertanya di alodokter. ","Hello, thank you for asking Alodokter."
270,270_1,"Kami akan menjelaskan satu persatu mengenai kondisi anda : Asam urat atau uric acid  adalah sisa produksi dari hasil metabolisme tubuh yang didapat dari makanan yang mengandung asam urat tinggi (Seperti jeroan, hidangan laut, daging merah, dan lain sebagainya), dan ginjal merupakan salah satu organ yang bertanggung jawab untuk mengurangi asam urat melalui urin. ","We will explain one by one about your condition: Uric acid or uric acid is the remaining production of the body's metabolism obtained from foods that contain high uric acid (such as innards, seafood, red meat, etc.), and the kidneys are one ofOrgans responsible for reducing uric acid through urine."
270,270_2,"Tingginya kadar asam urat dapat disebabkan karena asupan asam urat yang tinggi, atau eliminasi melalui ginjal yang menurun. ","High uric acid levels can be caused by high uric acid intake, or decreased elimination through the kidneys."
270,270_3,"Tingginya kadar asam surat didarah tidak selalu menimbulkan gejala pada fase awal, dimana bila terdapat rasa pegal dan nyeri sendi bila sudah terjadi penumpukan. ","The high level of uric acid in the blood does not always cause symptoms in the initial phase, where if there is a sore and joint pain when a buildup has occurred."
270,270_4,"Kristal asam urat di persendian, bila belum sampai tahap ini makan tidak akan timbul gejala nyeri sendi / pegal. ","Uric acid crystals in the joints, if it has not yet reached this stage eating will not occur symptoms of joint / aches."
270,270_5,Penimbunan Kristal asam urat paling sering berada di ibu jari kaki. ,The most often hoarding of uric acid crystals is in the toe.
270,270_6,Kolesterol  adalah senyawa lemak berlilin yang sebagian besar diproduksi di hati dan sebagian lainnya didapatkan dari makanan. ,Cholesterol is a dilute fat compound that is mostly produced in the liver and some others are obtained from food.
270,270_7,Kondisi kolesterol tinggi dapat meningkatkan risiko terkena penyakit serius. ,High cholesterol conditions can increase the risk of serious illness.
270,270_8,"Penyakit yang mengintai penderita kolesterol tinggi biasanya dikaitkan dengan adanya pengendapan kolesterol berlebihan pada pembuluh darah, seperti stroke dan serangan jantung. ","Diseases that lurk high cholesterol sufferers are usually associated with excessive cholesterol deposition of blood vessels, such as stroke and heart attack."
270,270_9,Kolesterol sering dibagi menjadi HDL (biasa disebut kolesterol baik) dan LDL (biasa disebut kolesterol jahat). ,Cholesterol is often divided into HDL (commonly called good cholesterol) and LDL (commonly called bad cholesterol).
270,270_10,"Tingginya kadar kolesterol sering tidak bergejala, kecuali hingga menyebabkan penyempitan pembuluh darah akibat timbunan lemak. ","The high levels of cholesterol are often unchanged, except to cause narrowing of blood vessels due to fat deposits."
270,270_11,Tekanan darah tinggi  merupakan keadaan umum dimana merupakan penyakit kronis yang dapat mempengaruhi fungsi dinding arteri dan umumnya penyebabkan penyakit jantung. ,High blood pressure is a general condition which is a chronic disease that can affect the function of arterial walls and generally cause heart disease.
270,270_12,"Tekanan darah tinggi memiliki tingkatan tergantung seberapa tingginya tekanan darah anda, dan setiap tingkatan memiliki terapi yang berbeda. ","High blood pressure has a level depending on how high your blood pressure is, and each level has different therapies."
270,270_13,"Tekanan darah tinggi seringnya menyebabkan rasa sakit kepala, bila tekanan darah tinggi tidak terkontrol dengan baik. ","High blood pressure often causes headache, if high blood pressure is not well controlled."
270,270_14,"Bila melihat dari keterangan kami diatas, maka kondisi asam urat, kolesterol dan tekanan darah yang tinggi, pada umumnya tidak menimbulkan gejala pada awalnya. ","When looking at our information above, the condition of uric acid, cholesterol and high blood pressure, generally does not cause symptoms at first."
270,270_15,"Namun bila anda sudah mengetahui adanya kelainan hasil pemeriksaan darah anda, kami sangat menyarankan anda untuk menemui dokter, agar dilakukan wawancara medis lebih lanjut, pemeriksaan fisik, serta pemeriksaan lanjutan bila diperlukan. ","But if you already know of abnormalities in your blood test results, we strongly recommend you to see a doctor, so that further medical interviews, physical examinations, and further examinations if needed."
270,270_16,"Mengingat tidak semua gejala diatas memerlukan terapi dengan obat pada awalnya, oleh karena itu berikut beberapa hal yang dapat anda lakukan untuk menjaga kesehatan tubuh anda : Kurangi konsumsi makanan yang banyak mengandung asam urat (jeroan, makanan laut, daging merah, makanan yang mengandung ragi dan ikan yang banyak mengandung minyak). ","Considering that not all of the above symptoms require therapy with drugs at first, therefore here are some things you can do to maintain the health of your body: Reduce the consumption of foods that contain lots of gout (innards, seafood, red meat, foods that contain yeast andfish that contain lots of oil)."
270,270_17,Minum air putih lebih banyak. ,Drink more water.
270,270_18,Kurangi berat badan apabila anda memiliki berat badan yang tidak ideal. ,Reduce weight if you have an ideal weight.
270,270_19,Konsumsi buah buahan yang mengandung vitamin C tinggi. ,Consumption of fruits containing high vitamin C.
270,270_20,"Kurangi konsumsi makanan berlemak (goreng gorengan, santan, lemak, kulit, keju, susu, dan lain sebagainya). ","Reduce consumption of fatty foods (fried fried foods, coconut milk, fat, skin, cheese, milk, etc.)."
270,270_21,"Atur pola makan anda, tinggi serat, rendah lemak. ","Adjust your diet, high fiber, low in fat."
270,270_22,Kurangi jumlah konsumsi garam. ,Reduce the amount of salt consumption.
270,270_23,Olahraga teratur. ,Regular exercise.
270,270_24,Turunkan berat badan hingga berat badan ideal tercapai. ,Lose weight until the ideal body weight is achieved.
270,270_25,Berhenti merokok. ,Quit smoking.
270,270_26,Menghindari konsumsi minuman keras. ,Avoid consumption of liquor.
270,270_27,"Kurangi konsumsi minuman kaya kafein seperti teh, kopi dan minuman bersoda. ","Reduce the consumption of caffeine -rich drinks such as tea, coffee and soft drinks."
270,270_28,Istirahat yang cukup. ,Enough rest.
270,270_29,Kelola stres dengan bijak. ,Manage stress wisely.
270,270_30,"Sekian informasi yang dapat kami sampaikan, semoga bermanfaat.","That's all the information we can convey, hopefully useful."
271,271_0,"Halo, Terima kasih atas pertanyaannya. ","Hello, thank you for the question."
271,271_1,Tifus  atau demam tifoid adalah infeksi yang menyerang saluran pencernaan yang disebabkan oleh bakteri Salmonella typhi. ,Typhus or typhoid fever is an infection that attacks the digestive tract caused by Salmonella typhi bacteria.
271,271_2,Cara penularan penyakit ini adalah melalui makanan dan minuman yang terkontaminasi. ,The way to transmit this disease is through contaminated food and drinks.
271,271_3,"Ada beberapa gejala yang dapat dialami penderita misalnya: demam tinggi, sakit kepala, sakit perut, diare atau konstipasi mual muntah berkurangnya nafsu makan. ","There are several symptoms that can be experienced by patients such as: high fever, headaches, abdominal pain, diarrhea or constipation of nausea vomiting reduced appetite."
271,271_4,"Karena bakteri ini menyerang saluran pencernaan, maka lambung (maag) Anda juga dapat terpengaruh dan menyebabkan sakit pada ulu hati Anda. ","Because this bacterium attacks the digestive tract, your stomach (ulcer) can also be affected and cause pain in your solar plexus."
271,271_5,Pemeriksaan darah dibutuhkan untuk menunjang diagnosis tifus. ,Blood tests are needed to support the diagnosis of typhus.
271,271_6,"Bila memang terbukti tifus, Anda akan diobati dengan antibiotik dan obat lain yang digunakan untuk meredakan keluhan Anda seperti misalnya obat maag, obat antimual, atau obat pereda demam. ","If it is proven typhus, you will be treated with antibiotics and other drugs that are used to relieve your complaints such as ulcer drugs, antimual drugs, or fever relievers."
271,271_7,Silakan Anda meneruskan pengobatan yang dianjurkan oleh dokter. ,Please continue the treatment recommended by the doctor.
271,271_8,"Jika keluhan Anda tidak membaik setelah obat habis, silakan Anda kembali berkonsultasi dengan dokter Anda. ","If your complaint does not improve after the drug runs out, please return to consult with your doctor."
271,271_9,"Untuk sementara, perbanyak istirahat. ","For a while, multiply rest."
271,271_10,Pastikan asupan makanan dan minuman Anda mencukupi kebutuhan sehari - hari. ,Make sure your food and drink intake is sufficient for daily needs.
271,271_11,Hindari makan makanan di tempat yang tidak terjaga kebersihannya. ,Avoid eating food in a place that is not maintained clean.
271,271_12,Selalu jaga kebersihan tangan Anda sebelum makan. ,Always keep your hand clean before eating.
271,271_13,Semoga informasi ini berguna.,Hopefully this information is useful.
272,272_0,"Hi, terima kasih sudah bertanya di alodokter. ","Hi, thank you for asking Alodokter."
272,272_1,"Bakteri mikobakterium tuberkulosa dapat menyerang paru dan organ lain, seperti usus, selaput otak, kelenjar getah bening dan organ lainnya. ","Mikobacterium tuberculosis bacteria can attack the lungs and other organs, such as the intestine, brain membrane, lymph nodes and other organs."
272,272_2,Infeksi bakteri mikobakterium tuberkulosa pada kelenjar getah bening disebut juga dengan TB kelenjar atau  limfadenitis TB   atau skrofula. ,Bacterial infection of mycobacterium tuberculosis in lymph nodes is also called TB glands or TB lymphadenitis or scrofula.
272,272_3,Kelenjar getah bening yang paling sering terkena adalah kelenjar getah bening di leher. ,Lymph nodes most often affected are lymph nodes in the neck.
272,272_4,Dapat juga mengenai kelenjar getah bening ketiak dan selangkangan. ,Can also affect the lymph nodes of the armpit and groin.
272,272_5,Faktor resiko meningkat pada orang dengan daya tahan tubuh rendah ( misalnya HIV) dan orang yang tidak menjalani pengobatan TB paru atau menjalani pengobatan tapi tidak sampai selesai. ,Risk factors increase in people with low immune system (for example HIV) and people who do not undergo treatment of pulmonary TB or undergo treatment but not until finished.
272,272_6,"Kelenjar getah bening yang terinfeksi akan membesar, teraba lunak, dapat digerakkan dari jaringan di sekitarnya dan tidak terasa nyeri. ","Infected lymph nodes will enlarge, palpable soft, can be moved from the surrounding tissue and not painful."
272,272_7,Pada kelenjar yang terinfeksi tidak teraba hangat dan pada kulitnya tidak berwarna merah. ,In the infected glands are not palpable warm and on the skin is not red.
272,272_8,Inilah yang membedakannya dengan infeksi akibat bakteri lainnya secara klinis. ,This is what distinguishes it from infections due to other bacteria clinically.
272,272_9,"Namun, jika infeksi menyebar ke jaringan sekitarnya, yaitu kulit, maka benjolan akan membesar, teraba keras, sulit digerakkan, kulit berwarna merah, terasa nyeri dan dapat pecah hingga mengeluarkan nanah kehijauan. ","However, if the infection spreads to the surrounding tissue, namely the skin, then the lump will enlarge, palpable hard, difficult to move, red skin, pain and can break until pus green."
272,272_10,"Untuk menegakkan diagnosa, dokter perlu melakukan pemeriksaan penunjang, meliputi pemeriksaan darah dan dahak, rontgen paru serta biopsi jaringan untuk dilakukan pemeriksaan patologi anatomi. ","To establish a diagnosis, doctors need to conduct supporting examinations, including blood and phlegm tests, lung X -rays and tissue biopsy for anatomical pathology examination."
272,272_11,"Pengobatan dilakukan dengan pemberian obat anti tuberkulosa selama 9-12 bulan atau lebih, tergantung dengan respon pengobatan. ","Treatment is done by administering anti-tuberculosis drugs for 9-12 months or more, depending on the treatment response."
272,272_12,"Obat yang diberikan dan fase pengobatan yang dijalani sama dengan TB paru, hanya lama pengobatan yang berbeda. ","The drug given and the treatment phase that are lived are the same as pulmonary TB, only a long time of treatment."
272,272_13,"Pada TB kelenjar, pengobatan fase awal selama 2 bulan dan dilanjutkan fase lanjutan selama 7 bulan. ","In TB glands, the treatment of the initial phase for 2 months and continued the continued phase for 7 months."
272,272_14,"Ada baiknya, jika anda berkonsultasi dengan dokter paru sebelumnya, agar bisa dilakukan pemeriksaan lanjutan. ","It's good, if you consult a lung doctor before, so that a further examination can be done."
272,272_15,"Barangkali dokter perlu melakukan pemeriksaan kultur dan uji resistensi, karena bisa saja bakteri mikobakterium tuberkulosa yang menyerang kelenjar anda resistens terhadap salah satu atau lebih obat anti tuberkulosa yang anda konsumsi. ","Perhaps doctors need to do a culture examination and resistance test, because it could be a bacterium Mikobacterium tuberculosis that attacks your gland resistance to one or more anti -tuberculosis drugs that you consume."
272,272_16,Atau anda dapat berkonsultasi dengan  dokter paru  yang lain untuk mendapatkan pendapat lain mengenai kondisi anda dan penanganan selanjutnya yang terbaik. ,Or you can consult with other lung doctors to get other opinions about your condition and the next next handling.
